domain,dns_cn,dns_cn_count,dns_total,registrar_cn,registrant_cn,cn_tld,score,resolved_ips,matched_cidr,source,updated,sticky,bucket,dns_hk,dns_mo,dns_tw
dxy.cn,1,1,1,0,0,1,100,212.129.163.50,212.129.128.0/17,seed_cn,2026-04-27,0,CN,0,0,0
eastmoney.com,1,1,1,0,0,0,100,61.152.229.228,61.128.0.0/10,seed_cn,2026-04-27,0,CN,0,0,0
ebscn.com,0,0,0,0,0,0,100,,,seed_cn,2026-04-12,1,CN,0,0,0
ecitic.com,1,2,2,0,0,0,100,202.106.93.170|219.141.248.70,202.96.0.0/12|219.128.0.0/11,seed_cn,2026-04-27,0,CN,0,0,0
ecloud.10086.cn,1,1,1,0,0,1,100,36.138.50.241,36.128.0.0/10,seed_cn,2026-04-27,0,CN,0,0,0
ecnu.edu.cn,1,1,1,0,0,1,100,202.120.81.251,202.120.0.0/15,seed_cn,2026-04-27,0,CN,0,0,0
ecny.pbc.gov.cn,0,0,0,0,0,1,100,,,seed_cn,2026-04-27,1,CN,0,0,0
ecovacs.com,0,0,1,0,0,0,100,47.251.93.93,,seed_cn,2026-04-27,0,CN,0,0,0
edu.cn,0,0,0,0,0,1,60,,,seed_cn,2026-04-10,1,CN,0,0,0
efund.com.cn,0,0,1,0,0,1,100,8.210.157.232,,seed_cn,2026-04-27,0,CN,1,0,0
ele.me,1,4,4,0,0,0,100,203.119.174.145|203.119.174.146|59.82.44.163|59.82.44.167,203.119.128.0/17|59.80.0.0/14,seed_cn,2026-04-27,0,CN,0,0,0
ename.net,1,1,1,0,0,0,100,117.25.139.79,117.24.0.0/13,seed_cn,2026-04-27,0,CN,0,0,0
erdos.com,0,0,0,0,0,0,100,,,seed_cn,2026-04-12,1,CN,0,0,0
etax.chinatax.gov.cn,1,1,1,0,0,1,100,36.112.115.5,36.96.0.0/11,seed_cn,2026-04-27,0,CN,0,0,0
everbright.com,0,0,0,0,0,0,100,,,seed_cn,2026-04-12,1,CN,0,0,0
feishu.cn,1,2,2,0,0,1,100,101.126.58.133|122.14.236.76,101.126.0.0/16|122.14.0.0/16,seed_cn,2026-04-27,0,CN,0,0,0
fiberhome.com,1,1,1,0,0,0,100,36.111.148.98,36.96.0.0/11,seed_cn,2026-04-27,0,CN,0,0,0
fliggy.com,1,1,1,0,0,0,100,59.82.132.130,59.80.0.0/14,seed_cn,2026-04-27,0,CN,0,0,0
fotile.com,1,1,1,0,0,0,100,47.103.93.63,47.96.0.0/11,seed_cn,2026-04-27,0,CN,0,0,0
foxmail.com,1,1,1,0,0,0,100,183.57.48.35,183.0.0.0/10,seed_cn,2026-04-27,0,CN,0,0,0
fudan.edu.cn,1,1,1,0,0,1,100,175.186.248.54,175.186.0.0/15,seed_cn,2026-04-27,0,CN,0,0,0
fujian.gov.cn,1,1,1,0,0,1,100,124.232.185.48,124.224.0.0/12,seed_cn,2026-04-27,0,CN,0,0,0
fullgoal.com.cn,0,0,0,0,0,1,60,,,seed_cn,2026-04-10,1,CN,0,0,0
gansu.gov.cn,1,1,1,0,0,1,100,60.164.220.233,60.160.0.0/11,seed_cn,2026-04-27,0,CN,0,0,0
gaode.com,1,2,2,0,0,0,100,182.92.205.225|182.92.251.86,182.92.0.0/16,seed_cn,2026-04-27,0,CN,0,0,0
gaoding.com,1,1,1,0,0,0,100,116.62.182.194,116.60.0.0/14,seed_cn,2026-04-27,0,CN,0,0,0
geekpark.net,1,1,1,0,0,0,100,120.92.119.154,120.92.0.0/16,seed_cn,2026-04-27,0,CN,0,0,0
geely.com,0,0,0,0,0,0,100,,,seed_cn,2026-04-12,1,CN,0,0,0
gfzq.com.cn,0,0,1,0,0,1,100,101.32.214.118,,seed_cn,2026-04-27,0,CN,1,0,0
gic.org.cn,0,0,1,0,0,1,100,170.33.12.185,,seed_cn,2026-04-27,0,CN,0,0,0
gifshow.com,1,1,1,0,0,0,100,103.102.200.2,103.102.200.0/22,seed_cn,2026-04-27,0,CN,0,0,0
gitee.com,1,3,3,0,0,0,100,180.76.198.225|180.76.198.77|180.76.199.13,180.76.0.0/14,seed_cn,2026-04-27,0,CN,0,0,0
gjzq.com.cn,1,1,1,0,0,1,100,103.251.86.133,103.251.84.0/22,seed_cn,2026-04-27,0,CN,0,0,0
gmw.cn,1,1,1,0,0,1,100,47.93.60.29,47.92.0.0/14,seed_cn,2026-04-27,0,CN,0,0,0
gome.com.cn,1,1,1,0,0,1,100,180.184.80.64,180.184.0.0/14,seed_cn,2026-04-27,0,CN,0,0,0
gov.cn,0,0,0,0,0,1,60,,,seed_cn,2026-04-10,1,CN,0,0,0
greatwall.com.cn,1,1,1,0,0,1,100,124.126.103.16,124.126.0.0/15,seed_cn,2026-04-27,0,CN,0,0,0
gree.com,1,1,1,0,0,0,100,116.6.118.180,116.4.0.0/14,seed_cn,2026-04-27,0,CN,0,0,0
greenland-group.com,0,0,0,0,0,0,100,,,seed_cn,2026-04-12,1,CN,0,0,0
gsxt.gov.cn,0,0,0,0,0,1,60,,,seed_cn,2026-04-10,1,CN,0,0,0
gtja.com,0,0,0,0,0,0,100,,,seed_cn,2026-04-12,1,CN,0,0,0
guahao.com,1,1,1,0,0,0,100,121.5.110.196,121.4.0.0/15,seed_cn,2026-04-27,0,CN,0,0,0
guangdong.gov.cn,0,0,0,0,0,1,60,,,seed_cn,2026-04-10,1,CN,0,0,0
guangxi.gov.cn,0,0,0,0,0,1,60,,,seed_cn,2026-04-10,1,CN,0,0,0
guizhou.gov.cn,1,1,1,0,0,1,100,117.187.129.251,117.160.0.0/11,seed_cn,2026-04-27,0,CN,0,0,0
guosen.com.cn,1,1,1,0,0,1,100,59.36.9.145,59.32.0.0/11,seed_cn,2026-04-27,0,CN,0,0,0
h3c.com,1,2,3,0,0,0,100,1.181.141.12|101.33.51.117|60.191.123.44,1.180.0.0/14|60.160.0.0/11,seed_cn,2026-04-27,0,CN,0,0,0
haidilao.com,1,1,1,0,0,0,100,47.93.138.35,47.92.0.0/14,seed_cn,2026-04-27,0,CN,0,0,0
haier.com,1,1,1,0,0,0,100,203.130.41.20,203.130.32.0/19,seed_cn,2026-04-27,0,CN,0,0,0
hainan.gov.cn,1,1,1,0,0,1,100,218.77.183.230,218.64.0.0/11,seed_cn,2026-04-27,0,CN,0,0,0
hao123.com,1,3,3,0,0,0,100,110.242.69.86|124.237.176.248|39.156.68.154,110.240.0.0/12|124.224.0.0/12|39.128.0.0/10,seed_cn,2026-04-27,0,CN,0,0,0
haodf.com,1,2,2,0,0,0,100,14.116.174.67|14.29.51.120,14.112.0.0/12|14.16.0.0/12,seed_cn,2026-04-27,0,CN,0,0,0
harbinpharma.com,0,0,0,0,0,0,100,,,seed_cn,2026-04-12,1,CN,0,0,0
harvest.com.cn,1,1,1,0,0,1,100,114.80.156.219,114.80.0.0/12,seed_cn,2026-04-27,0,CN,0,0,0
hdslb.com,0,0,0,0,0,0,100,,,seed_cn,2026-04-12,1,CN,0,0,0
hebei.gov.cn,0,0,0,0,0,1,60,,,seed_cn,2026-04-10,1,CN,0,0,0
heilongjiang.gov.cn,0,0,0,0,0,1,60,,,seed_cn,2026-04-10,1,CN,0,0,0
henan.gov.cn,1,2,2,0,0,1,100,122.228.239.40|58.221.56.171,122.224.0.0/12|58.192.0.0/11,seed_cn,2026-04-27,0,CN,0,0,0
hexun.com,1,1,1,0,0,0,100,82.157.151.50,82.156.0.0/15,seed_cn,2026-04-27,0,CN,0,0,0
heytea.com,1,1,1,0,0,0,100,81.71.248.166,81.68.0.0/14,seed_cn,2026-04-27,0,CN,0,0,0
hichina.com,0,0,0,0,0,0,100,,,seed_cn,2026-04-12,1,CN,0,0,0
hicloud.com,0,0,0,0,0,0,100,,,seed_cn,2026-04-12,1,CN,0,0,0
hikvision.com,1,1,1,0,0,0,100,115.223.8.95,115.192.0.0/11,seed_cn,2026-04-27,0,CN,0,0,0
hisense.com,1,1,1,0,0,0,100,221.215.1.198,221.208.0.0/12,seed_cn,2026-04-27,0,CN,0,0,0
hit.edu.cn,1,1,1,0,0,1,100,202.118.254.135,202.112.0.0/13,seed_cn,2026-04-27,0,CN,0,0,0
honorchina.com,1,1,1,0,0,0,100,47.94.123.60,47.92.0.0/14,seed_cn,2026-04-27,0,CN,0,0,0
htsc.com.cn,1,3,3,0,0,1,100,112.25.190.232|221.6.6.111|61.132.51.131,112.0.0.0/10|221.0.0.0/13|61.128.0.0/10,seed_cn,2026-04-27,0,CN,0,0,0
huawei.com,1,1,1,0,0,0,100,121.37.49.12,121.32.0.0/13,seed_cn,2026-04-27,0,CN,0,0,0
huaweidevice.com,0,0,0,0,0,0,100,,,seed_cn,2026-04-12,1,CN,0,0,0
huazhu.com,1,1,1,0,0,0,100,120.133.230.39,120.128.0.0/13,seed_cn,2026-04-27,0,CN,0,0,0
hubei.gov.cn,1,1,1,0,0,1,100,58.49.125.216,58.32.0.0/11,seed_cn,2026-04-27,0,CN,0,0,0
humanwell.com,0,0,1,0,0,0,100,64.190.63.222,,seed_cn,2026-04-27,0,CN,0,0,0
hunan.gov.cn,1,1,1,0,0,1,100,113.246.57.9,113.240.0.0/13,seed_cn,2026-04-27,0,CN,0,0,0
huoshan.com,1,1,1,0,0,0,100,122.14.229.112,122.14.0.0/16,seed_cn,2026-04-27,0,CN,0,0,0
hust.edu.cn,1,1,1,0,0,1,100,202.114.0.245,202.112.0.0/13,seed_cn,2026-04-27,0,CN,0,0,0
huya.com,1,6,6,0,0,0,100,101.91.47.190|118.196.29.141|124.221.15.72|139.224.246.153|180.163.54.152|180.97.50.50,101.80.0.0/12|118.196.0.0/14|124.220.0.0/14|139.224.0.0/16|180.160.0.0/12,seed_cn,2026-04-27,0,CN,0,0,0
hwclouds.com,1,1,1,0,0,0,100,43.254.0.6,43.254.0.0/21,seed_cn,2026-04-27,0,CN,0,0,0
icbc.com,0,0,2,0,0,0,100,104.18.22.80|104.18.23.80,,seed_cn,2026-04-27,0,CN,0,0,0
icbc.com.cn,1,1,1,0,0,1,100,58.33.222.36,58.32.0.0/11,seed_cn,2026-04-27,0,CN,0,0,0
icbcfund.com,0,0,0,0,0,0,100,,,seed_cn,2026-04-12,1,CN,0,0,0
iconfont.cn,1,4,4,0,0,1,100,203.119.213.16|203.119.213.89|203.119.238.212|203.119.238.79,203.119.128.0/17,seed_cn,2026-04-27,0,CN,0,0,0
icourse163.org,1,1,1,0,0,0,100,111.124.200.109,111.124.0.0/16,seed_cn,2026-04-27,0,CN,0,0,0
iesdouyin.com,0,0,0,0,0,0,100,,,seed_cn,2026-04-12,1,CN,0,0,0
iesdouyin.net,0,0,0,0,0,0,100,,,seed_cn,2026-04-12,1,CN,0,0,0
imooc.com,1,2,2,0,0,0,100,150.138.234.105|220.181.181.58,150.138.0.0/15|220.160.0.0/11,seed_cn,2026-04-27,0,CN,0,0,0
inspur.com,1,1,1,0,0,0,100,218.57.146.152,218.56.0.0/13,seed_cn,2026-04-27,0,CN,0,0,0
ip138.com,1,2,2,0,0,0,100,124.225.115.65|171.109.103.137,124.224.0.0/12|171.104.0.0/13,seed_cn,2026-04-27,0,CN,0,0,0
iqiyi.com,1,8,8,0,0,0,100,116.211.199.230|116.211.199.231|116.211.199.232|116.211.199.233|116.211.199.234|116.211.199.235|116.211.201.189|116.211.201.190,116.208.0.0/14,seed_cn,2026-04-27,0,CN,0,0,0
iqiyipic.com,1,8,8,0,0,0,100,116.211.199.230|116.211.199.231|116.211.199.232|116.211.199.233|116.211.199.234|116.211.199.235|116.211.201.189|116.211.201.190,116.208.0.0/14,seed_cn,2026-04-27,0,CN,0,0,0
ireader.com,1,1,1,0,0,0,100,47.95.0.236,47.92.0.0/14,seed_cn,2026-04-27,0,CN,0,0,0
iteye.com,1,1,1,0,0,0,100,124.70.25.132,124.68.0.0/14,seed_cn,2026-04-27,0,CN,0,0,0
itools.cn,0,0,1,0,0,1,100,103.213.247.239,,seed_cn,2026-04-27,0,CN,1,0,0
ixigua.com,1,2,2,0,0,0,100,122.14.229.121|122.14.229.123,122.14.0.0/16,seed_cn,2026-04-27,0,CN,0,0,0
jd.com,1,3,3,0,0,0,100,111.13.149.108|211.144.24.218|211.144.27.126,111.0.0.0/10|211.144.0.0/12,seed_cn,2026-04-27,0,CN,0,0,0
jdcdn.com,0,0,0,0,0,0,100,,,seed_cn,2026-04-12,1,CN,0,0,0
jdcloud.com,1,1,1,0,0,0,100,116.198.4.24,116.198.0.0/16,seed_cn,2026-04-27,0,CN,0,0,0
jdcloudapi.com,0,0,0,0,0,0,100,,,seed_cn,2026-04-12,1,CN,0,0,0
jddj.com,1,1,1,0,0,0,100,118.193.121.39,118.193.96.0/19,seed_cn,2026-04-27,0,CN,0,0,0
jdl.com,1,2,2,0,0,0,100,106.39.170.40|111.206.228.66,106.32.0.0/12|111.192.0.0/12,seed_cn,2026-04-27,0,CN,0,0,0
jdpay.com,1,3,3,0,0,0,100,111.202.65.19|123.182.167.95|211.152.0.69,111.192.0.0/12|123.180.0.0/14|211.144.0.0/12,seed_cn,2026-04-27,0,CN,0,0,0
jdpay.com.cn,0,0,0,0,0,1,60,,,seed_cn,2026-04-10,1,CN,0,0,0
jiangsu.gov.cn,0,0,0,0,0,1,60,,,seed_cn,2026-04-10,1,CN,0,0,0
jiangxi.gov.cn,1,1,1,0,0,1,100,218.87.21.14,218.64.0.0/11,seed_cn,2026-04-27,0,CN,0,0,0
jilin.gov.cn,0,0,0,0,0,1,60,,,seed_cn,2026-04-10,1,CN,0,0,0
jinjiang.com,0,0,0,0,0,0,100,,,seed_cn,2026-04-12,1,CN,0,0,0
jlu.edu.cn,1,1,1,0,0,1,100,202.198.16.83,202.192.0.0/12,seed_cn,2026-04-27,0,CN,0,0,0
joyoung.com,0,0,0,0,0,0,100,,,seed_cn,2026-04-12,1,CN,0,0,0
juejin.cn,1,16,16,0,0,1,100,113.105.156.193|113.96.108.68|113.96.108.69|113.96.108.70|113.96.108.71|113.96.108.72|113.96.108.73|113.96.108.74|113.96.108.75|14.215.172.47|14.215.172.49|14.215.55.12|14.215.55.53|14.215.55.58|14.215.55.8|59.37.80.15,113.64.0.0/10|14.208.0.0/12|59.32.0.0/11,seed_cn,2026-04-27,0,CN,0,0,0
juming.com,1,4,4,0,0,0,100,113.96.129.16|113.96.129.45|113.96.129.46|113.96.129.47,113.64.0.0/10,seed_cn,2026-04-27,0,CN,0,0,0
kedacom.com,1,1,1,0,0,0,100,221.224.36.242,221.224.0.0/12,seed_cn,2026-04-27,0,CN,0,0,0
kelun.com,1,1,1,0,0,0,100,123.59.154.172,123.59.0.0/16,seed_cn,2026-04-27,0,CN,0,0,0
knownsec.com,1,1,1,0,0,0,100,122.228.238.90,122.224.0.0/12,seed_cn,2026-04-27,0,CN,0,0,0
kongfz.com,1,1,1,0,0,0,100,43.144.130.39,43.144.0.0/15,seed_cn,2026-04-27,0,CN,0,0,0
konka.com,0,0,0,0,0,0,100,,,seed_cn,2026-04-12,1,CN,0,0,0
ksapisrv.com,1,1,1,0,0,0,100,103.107.217.28,103.107.208.0/20,seed_cn,2026-04-27,0,CN,0,0,0
ksyun.com,1,3,3,0,0,0,100,103.41.165.45|120.92.43.79|120.92.80.148,103.41.160.0/21|120.92.0.0/16,seed_cn,2026-04-27,0,CN,0,0,0
kuaishou.com,1,4,4,0,0,0,100,103.102.202.106|103.102.202.125|103.102.202.144|103.107.217.26,103.102.200.0/22|103.107.208.0/20,seed_cn,2026-04-27,0,CN,0,0,0
kuaishoucdn.com,0,0,0,0,0,0,100,,,seed_cn,2026-04-12,1,CN,0,0,0
kugou.com,1,2,2,0,0,0,100,183.2.141.58|49.7.106.144,183.0.0.0/10|49.4.0.0/14,seed_cn,2026-04-27,0,CN,0,0,0
kuwo.cn,1,2,2,0,0,1,100,49.7.249.167|49.7.250.27,49.4.0.0/14,seed_cn,2026-04-27,0,CN,0,0,0
lanhuapp.com,1,1,1,0,0,0,100,203.107.45.120,203.107.0.0/17,seed_cn,2026-04-27,0,CN,0,0,0
laofeng.com,1,1,1,0,0,0,100,211.149.239.6,211.144.0.0/12,seed_cn,2026-04-27,0,CN,0,0,0
laofengxiang.com,0,0,0,0,0,0,100,,,seed_cn,2026-04-12,1,CN,0,0,0
larkoffice.com,1,2,2,0,0,0,100,101.126.58.133|122.14.236.76,101.126.0.0/16|122.14.0.0/16,seed_cn,2026-04-27,0,CN,0,0,0
leetcode.cn,1,1,1,0,0,1,100,203.107.63.81,203.107.0.0/17,seed_cn,2026-04-27,0,CN,0,0,0
leiphone.com,1,1,1,0,0,0,100,106.55.120.211,106.52.0.0/14,seed_cn,2026-04-27,0,CN,0,0,0
lenovo.com,0,0,1,0,0,0,100,23.49.123.153,,seed_cn,2026-04-27,0,CN,0,0,0
lianjia.com,1,1,1,0,0,0,100,114.117.128.151,114.116.0.0/15,seed_cn,2026-04-27,0,CN,0,0,0
liaoning.gov.cn,0,0,0,0,0,1,60,,,seed_cn,2026-04-10,1,CN,0,0,0
lining.com,1,1,1,0,0,0,100,106.14.197.85,106.12.0.0/14,seed_cn,2026-04-27,0,CN,0,0,0
liuyang.gov.cn,1,1,1,0,0,1,100,175.6.47.164,175.0.0.0/12,seed_cn,2026-04-27,0,CN,0,0,0
lol.qq.com,1,1,1,0,0,0,100,180.163.140.56,180.160.0.0/12,seed_cn,2026-04-27,0,CN,0,0,0
longfor.com,1,1,1,0,0,0,100,203.107.60.192,203.107.0.0/17,seed_cn,2026-04-27,0,CN,0,0,0
longjingtea.com,0,0,1,0,0,0,100,170.33.12.185,,seed_cn,2026-04-27,0,CN,0,0,0
luckin.cn,0,0,1,0,0,1,100,47.79.66.64,,seed_cn,2026-04-27,0,CN,1,0,0
lvmama.com,0,0,0,0,0,0,100,,,seed_cn,2026-04-12,1,CN,0,0,0
mafengwo.cn,1,2,2,0,0,1,100,109.244.0.66|152.136.8.77,109.244.0.0/16|152.136.0.0/16,seed_cn,2026-04-27,0,CN,0,0,0
manhuagui.com,0,0,1,0,0,0,100,107.189.8.124,,seed_cn,2026-04-27,0,CN,0,0,0
manhuatai.com,0,0,0,0,0,0,100,,,seed_cn,2026-04-12,1,CN,0,0,0
maotai.com,0,0,0,0,0,0,100,,,seed_cn,2026-04-12,1,CN,0,0,0
mca.gov.cn,0,0,0,0,0,1,60,,,seed_cn,2026-04-10,1,CN,0,0,0
mee.gov.cn,1,1,1,0,0,1,100,59.252.101.218,59.192.0.0/10,seed_cn,2026-04-27,0,CN,0,0,0
megvii.com,1,1,1,0,0,0,100,47.93.68.81,47.92.0.0/14,seed_cn,2026-04-27,0,CN,0,0,0
meituan.com,1,2,2,0,0,0,100,101.236.69.56|103.37.152.3,101.236.0.0/14|103.37.144.0/20,seed_cn,2026-04-27,0,CN,0,0,0
meituan.net,1,2,2,0,0,0,100,101.236.69.15|103.37.152.31,101.236.0.0/14|103.37.144.0/20,seed_cn,2026-04-27,0,CN,0,0,0
meituanmaicai.com,0,0,1,0,0,0,100,122.10.71.38,,seed_cn,2026-04-27,0,CN,1,0,0
meizu.com,1,1,1,0,0,0,100,14.152.79.252,14.144.0.0/12,seed_cn,2026-04-27,0,CN,0,0,0
mengniu.com,0,0,1,0,0,0,100,18.163.120.164,,seed_cn,2026-04-27,0,CN,0,0,0
mfa.gov.cn,0,0,0,0,0,1,60,,,seed_cn,2026-04-10,1,CN,0,0,0
mgtv.com,1,1,1,0,0,0,100,120.132.47.197,120.128.0.0/13,seed_cn,2026-04-27,0,CN,0,0,0
mi-img.com,0,0,0,0,0,0,100,,,seed_cn,2026-04-12,1,CN,0,0,0
mi.com,1,1,1,0,0,0,100,118.26.253.224,118.26.192.0/18,seed_cn,2026-04-27,0,CN,0,0,0
midea.com,0,0,1,0,0,0,100,15.197.207.92,,seed_cn,2026-04-27,0,CN,0,0,0
mihoyo.com,1,2,2,0,0,0,100,106.14.8.107|106.15.95.47,106.12.0.0/14,seed_cn,2026-04-27,0,CN,0,0,0
mihoyogame.com,0,0,0,0,0,0,100,,,seed_cn,2026-04-12,1,CN,0,0,0
miit.gov.cn,0,0,0,0,0,1,60,,,seed_cn,2026-04-10,1,CN,0,0,0
mipush.com,0,0,0,0,0,0,100,,,seed_cn,2026-04-12,1,CN,0,0,0
miwifi.com,1,2,2,0,0,0,100,106.120.178.52|220.181.104.248,106.112.0.0/12|220.160.0.0/11,seed_cn,2026-04-27,0,CN,0,0,0
mnr.gov.cn,1,1,1,0,0,1,100,219.143.73.185,219.128.0.0/11,seed_cn,2026-04-27,0,CN,0,0,0
modao.cc,1,4,4,0,0,0,100,101.200.44.50|39.105.53.94|39.107.73.195|47.93.220.21,101.200.0.0/15|39.104.0.0/14|47.92.0.0/14,seed_cn,2026-04-27,0,CN,0,0,0
moe.gov.cn,0,0,0,0,0,1,60,,,seed_cn,2026-04-10,1,CN,0,0,0
mof.gov.cn,0,0,0,0,0,1,60,,,seed_cn,2026-04-10,1,CN,0,0,0
mohrss.gov.cn,0,0,0,0,0,1,60,,,seed_cn,2026-04-10,1,CN,0,0,0
mohurd.gov.cn,0,0,0,0,0,1,60,,,seed_cn,2026-04-10,1,CN,0,0,0
mot.gov.cn,1,1,1,0,0,1,100,219.143.235.81,219.128.0.0/11,seed_cn,2026-04-27,0,CN,0,0,0
mps.gov.cn,0,0,0,0,0,1,60,,,seed_cn,2026-04-10,1,CN,0,0,0
msa.gov.cn,0,0,0,0,0,1,60,,,seed_cn,2026-04-10,1,CN,0,0,0
mwr.gov.cn,1,2,2,0,0,1,100,211.144.20.19|219.142.62.19,211.144.0.0/12|219.128.0.0/11,seed_cn,2026-04-27,0,CN,0,0,0
mybank.cn,1,2,2,0,0,1,100,119.42.240.130|119.42.247.138,119.42.224.0/19,seed_cn,2026-04-27,0,CN,0,0,0
myhuaweicloud.com,0,0,0,0,0,0,100,,,seed_cn,2026-04-12,1,CN,0,0,0
nankai.edu.cn,1,1,1,0,0,1,100,222.30.45.190,222.16.0.0/12,seed_cn,2026-04-27,0,CN,0,0,0
ndrc.gov.cn,0,0,0,0,0,1,60,,,seed_cn,2026-04-10,1,CN,0,0,0
nea.gov.cn,0,0,0,0,0,1,60,,,seed_cn,2026-04-10,1,CN,0,0,0
nenu.edu.cn,0,0,0,0,0,1,60,,,seed_cn,2026-04-10,1,CN,0,0,0
netease.com,1,1,1,0,0,0,100,115.236.118.54,115.224.0.0/12,seed_cn,2026-04-27,0,CN,0,0,0
netsunion.com,0,0,0,0,0,0,100,,,seed_cn,2026-04-12,1,CN,0,0,0
newsmth.net,1,1,1,0,0,0,100,120.92.211.176,120.92.0.0/16,seed_cn,2026-04-27,0,CN,0,0,0
nga.cn,1,2,2,0,0,1,100,122.228.26.54|42.81.147.121,122.224.0.0/12|42.80.0.0/15,seed_cn,2026-04-27,0,CN,0,0,0
ngtc.com.cn,1,1,1,0,0,1,100,203.107.45.167,203.107.0.0/17,seed_cn,2026-04-27,0,CN,0,0,0
nha.gov.cn,0,0,0,0,0,1,60,,,seed_cn,2026-04-10,1,CN,0,0,0
nhc.gov.cn,0,0,0,0,0,1,60,,,seed_cn,2026-04-10,1,CN,0,0,0
nia.gov.cn,1,2,2,0,0,1,100,220.185.183.37|220.185.183.9,220.160.0.0/11,seed_cn,2026-04-27,0,CN,0,0,0
nio.cn,1,2,2,0,0,1,100,150.138.234.105|220.181.181.58,150.138.0.0/15|220.160.0.0/11,seed_cn,2026-04-27,0,CN,0,0,0
nju.edu.cn,0,0,0,0,0,1,60,,,seed_cn,2026-04-10,1,CN,0,0,0
nmg.gov.cn,0,0,0,0,0,1,60,,,seed_cn,2026-04-10,1,CN,0,0,0
nmpa.gov.cn,0,0,0,0,0,1,60,,,seed_cn,2026-04-10,1,CN,0,0,0
nongfushanquan.com,0,0,1,0,0,0,100,43.153.209.71,,seed_cn,2026-04-27,0,CN,0,0,0
npc.gov.cn,1,1,1,0,0,1,100,203.107.60.192,203.107.0.0/17,seed_cn,2026-04-27,0,CN,0,0,0
nsfocus.com,1,1,1,0,0,0,100,221.122.179.174,221.122.0.0/15,seed_cn,2026-04-27,0,CN,0,0,0
nssf.gov.cn,0,0,0,0,0,1,60,,,seed_cn,2026-04-10,1,CN,0,0,0
nucc.com.cn,0,0,0,0,0,1,60,,,seed_cn,2026-04-10,1,CN,0,0,0
nwpu.edu.cn,1,2,2,0,0,1,100,202.117.80.223|202.117.80.233,202.112.0.0/13,seed_cn,2026-04-27,0,CN,0,0,0
nx.gov.cn,0,0,0,0,0,1,60,,,seed_cn,2026-04-10,1,CN,0,0,0
obs.cn-north-1.myhuaweicloud.com,1,3,3,0,0,0,100,114.115.192.163|114.115.192.27|114.115.192.98,114.112.0.0/14,seed_cn,2026-04-27,0,CN,0,0,0
okbuy.com,1,1,1,0,0,0,100,47.95.43.169,47.92.0.0/14,seed_cn,2026-04-27,0,CN,0,0,0
oppo.com,1,1,1,0,0,0,100,106.3.18.178,106.2.0.0/15,seed_cn,2026-04-27,0,CN,0,0,0
oschina.net,1,1,1,0,0,0,100,180.76.198.147,180.76.0.0/14,seed_cn,2026-04-27,0,CN,0,0,0
pbc.gov.cn,0,0,0,0,0,1,60,,,seed_cn,2026-04-10,1,CN,0,0,0
pcpop.com,1,1,1,0,0,0,100,125.64.3.226,125.64.0.0/11,seed_cn,2026-04-27,0,CN,0,0,0
pddpic.com,0,0,0,0,0,0,100,,,seed_cn,2026-04-12,1,CN,0,0,0
people.com.cn,1,1,1,0,0,1,100,49.7.133.88,49.4.0.0/14,seed_cn,2026-04-27,0,CN,0,0,0
petrochina.com.cn,0,0,0,0,0,1,60,,,seed_cn,2026-04-10,1,CN,0,0,0
pgyer.com,1,1,1,0,0,0,100,122.228.223.100,122.224.0.0/12,seed_cn,2026-04-27,0,CN,0,0,0
picc.com,1,2,2,0,0,0,100,111.202.129.167|219.141.183.246,111.192.0.0/12|219.128.0.0/11,seed_cn,2026-04-27,0,CN,0,0,0
picc.com.cn,1,1,1,0,0,1,100,202.108.173.178,202.96.0.0/12,seed_cn,2026-04-27,0,CN,0,0,0
pinduoduo.com,1,1,1,0,0,0,100,150.158.224.195,150.158.0.0/16,seed_cn,2026-04-27,0,CN,0,0,0
pinduoduo.net,1,1,1,0,0,0,100,150.158.224.195,150.158.0.0/16,seed_cn,2026-04-27,0,CN,0,0,0
pingan.com,1,1,1,0,0,0,100,211.139.177.62,211.136.0.0/13,seed_cn,2026-04-27,0,CN,0,0,0
pingwest.com,1,1,1,0,0,0,100,47.93.77.119,47.92.0.0/14,seed_cn,2026-04-27,0,CN,0,0,0
pku.edu.cn,1,1,1,0,0,1,100,162.105.131.160,162.105.0.0/16,seed_cn,2026-04-27,0,CN,0,0,0
poly-real-estate.com.cn,0,0,0,0,0,1,60,,,seed_cn,2026-04-10,1,CN,0,0,0
pp.cn,1,1,1,0,0,1,100,8.141.200.163,8.136.0.0/13,seed_cn,2026-04-27,0,CN,0,0,0
processon.com,1,1,1,0,0,0,100,120.92.77.238,120.92.0.0/16,seed_cn,2026-04-27,0,CN,0,0,0
psbc.com,1,1,1,0,0,0,100,103.22.252.103,103.22.252.0/22,seed_cn,2026-04-27,0,CN,0,0,0
pumch.cn,0,0,0,0,0,1,60,,,seed_cn,2026-04-10,1,CN,0,0,0
qcc.com,1,1,1,0,0,0,100,47.97.105.28,47.96.0.0/11,seed_cn,2026-04-27,0,CN,0,0,0
qcloud.com,1,1,1,0,0,0,100,43.140.1.158,43.136.0.0/13,seed_cn,2026-04-27,0,CN,0,0,0
qianfan.cloud,0,0,0,0,0,0,100,,,seed_cn,2026-04-12,1,CN,0,0,0
qingcloud.com,1,1,1,0,0,0,100,61.174.253.102,61.128.0.0/10,seed_cn,2026-04-27,0,CN,0,0,0
